,season,id,match_between,home_team,away_team,toss_won,decision,1st_inning_score,2nd_inning_score,home_score,away_score,winner,result,venue,home_captain,away_captain,player_of_the_match,super_over,home_overs,home_runs,home_wickets,home_boundaries,away_overs,away_runs,away_wickets,away_boundaries,home_key_batsman,home_key_bowler,away_key_batsman,away_key_bowler,part_of_the_day
59,2022,1304106,RCB v PBKS,RCB,PBKS,RCB,BOWL FIRST,209/9,155/9,155/9,209/9,PBKS,Punjab Kings won by 54 runs,"Brabourne Stadium, Mumbai",Faf du Plessis,Mayank Agarwal,Jonny Bairstow,False,20.0,155.0,9.0,18.0,20.0,209.0,9.0,30.0,"Glenn Maxwell,Rajat Patidar","Harshal Patel,Wanindu Hasaranga de Silva","Liam Livingstone,Jonny Bairstow","Kagiso Rabada,Rishi Dhawan",night
60,2022,1304107,KKR v SRH,KKR,SRH,KKR,BAT FIRST,177/6,123/8,177/6,123/8,KKR,KKR won by 54 runs,"Maharashtra Cricket Association Stadium, Pune",Shreyas Iyer,Kane Williamson,Andre Russell,False,20.0,177.0,6.0,21.0,20.0,123.0,8.0,13.0,"Andre Russell,Sam Billings","Andre Russell,Tim Southee","Abhishek Sharma,Aiden Markram","Umran Malik,Bhuvneshwar Kumar",night
61,2022,1304108,CSK v GT,CSK,GT,CSK,BAT FIRST,133/5,137/3,133/5,137/3,GT,Titans won by 7 wkts (5b rem),"Wankhede Stadium, Mumbai",MS Dhoni,Hardik Pandya,Wriddhiman Saha,False,20.0,133.0,5.0,11.0,19.1,137.0,3.0,16.0,"Ruturaj Gaikwad,Narayan Jagadeesan","Matheesha Pathirana,Moeen Ali","Wriddhiman Saha,Matthew Wade","Mohammed Shami,Alzarri Joseph",day/night
62,2022,1304109,LSG v RR,LSG,RR,RR,BAT FIRST,178/6,154/8,154/8,178/6,RR,Royals won by 24 runs,"Brabourne Stadium, Mumbai",KL Rahul,Sanju Samson,Trent Boult,False,20.0,154.0,8.0,15.0,20.0,178.0,6.0,26.0,"Deepak Hooda,Marcus Stoinis","Ravi Bishnoi,Ayush Badoni","Yashasvi Jaiswal,Devdutt Padikkal","Trent Boult,Prasidh Krishna",night
63,2022,1304110,PBKS v DC,PBKS,DC,PBKS,BOWL FIRST,159/7,142/9,142/9,159/7,DC,Capitals won by 17 runs,"Dr DY Patil Sports Academy, Navi Mumbai",Mayank Agarwal,Rishabh Pant,Shardul Thakur,False,20.0,142.0,9.0,18.0,20.0,159.0,7.0,18.0,"Jitesh Sharma,Jonny Bairstow","Liam Livingstone,Arshdeep Singh","Mitchell Marsh,Sarfaraz Khan","Shardul Thakur,Axar Patel",night
64,2022,1304111,MI v SRH,MI,SRH,MI,BOWL FIRST,193/6,190/7,190/7,193/6,SRH,Sunrisers won by 3 runs,"Wankhede Stadium, Mumbai",Rohit Sharma,Kane Williamson,Rahul Tripathi,False,20.0,190.0,7.0,23.0,20.0,193.0,6.0,25.0,"Rohit Sharma,Tim David","Ramandeep Singh,Jasprit Bumrah","Rahul Tripathi,Priyam Garg","Umran Malik,Bhuvneshwar Kumar",night
65,2022,1304112,KKR v LSG,KKR,LSG,LSG,BAT FIRST,210/0,208/8,208/8,210/0,LSG,Super Giants won by 2 runs,"Dr DY Patil Sports Academy, Navi Mumbai",Shreyas Iyer,KL Rahul,Quinton de Kock,False,20.0,208.0,8.0,31.0,20.0,210.0,0.0,27.0,"Shreyas Iyer,Nitish Rana","Tim Southee,Andre Russell","Quinton de Kock,KL Rahul","Mohsin Khan,Marcus Stoinis",night
66,2022,1304113,RCB v GT,RCB,GT,GT,BAT FIRST,168/5,170/2,170/2,168/5,RCB,RCB won by 8 wkts (8b rem),"Wankhede Stadium, Mumbai",Faf du Plessis,Hardik Pandya,Virat Kohli,False,18.4,170.0,2.0,22.0,20.0,168.0,5.0,21.0,"Virat Kohli,Faf du Plessis","Josh Hazlewood,Wanindu Hasaranga de Silva","Hardik Pandya,David Miller","Rashid Khan,Mohammed Shami",night
67,2022,1304114,RR v CSK,RR,CSK,CSK,BAT FIRST,150/6,151/5,151/5,150/6,RR,Royals won by 5 wkts (2b rem),"Brabourne Stadium, Mumbai",Sanju Samson,MS Dhoni,Ravichandran Ashwin,False,19.4,151.0,5.0,18.0,20.0,150.0,6.0,20.0,"Yashasvi Jaiswal,Ravichandran Ashwin","Obed McCoy,Yuzvendra Chahal","Moeen Ali,MS Dhoni","Prashant Solanki,Mitchell Santner",night
68,2022,1304115,MI v DC,MI,DC,MI,BOWL FIRST,159/7,160/5,160/5,159/7,MI,Mumbai won by 5 wkts (5b rem),"Wankhede Stadium, Mumbai",Rohit Sharma,Rishabh Pant,Jasprit Bumrah,False,19.1,160.0,5.0,21.0,20.0,159.0,7.0,17.0,"Ishan Kishan,Dewald Brevis","Jasprit Bumrah,Ramandeep Singh","Rovman Powell,Rishabh Pant","Anrich Nortje,Shardul Thakur",night
69,2022,1304116,SRH v PBKS,SRH,PBKS,SRH,BAT FIRST,157/8,160/5,157/8,160/5,PBKS,Punjab Kings won by 5 wkts (29b rem),"Wankhede Stadium, Mumbai",Bhuvneshwar Kumar,Mayank Agarwal,Harpreet Brar,False,20.0,157.0,8.0,19.0,15.1,160.0,5.0,24.0,"Abhishek Sharma,Romario Shepherd","Fazalhaq Farooqi,Washington Sundar","Liam Livingstone,Shikhar Dhawan","Harpreet Brar,Nathan Ellis",night
70,2022,1312197,GT v RR,GT,RR,GT,BOWL FIRST,188/6,191/3,191/3,188/6,GT,Titans won by 7 wkts (3b rem),"Eden Gardens, Kolkata",Hardik Pandya,Sanju Samson,David Miller,False,19.3,191.0,3.0,25.0,20.0,188.0,6.0,26.0,"David Miller,Hardik Pandya","Hardik Pandya,Mohammed Shami","Jos Buttler,Sanju Samson","Trent Boult,Obed McCoy",night
71,2022,1312198,LSG v RCB,LSG,RCB,LSG,BOWL FIRST,207/4,193/6,193/6,207/4,RCB,RCB won by 14 runs,"Eden Gardens, Kolkata",KL Rahul,Faf du Plessis,Rajat Patidar,False,20.0,193.0,6.0,20.0,20.0,207.0,4.0,30.0,"KL Rahul,Deepak Hooda","Mohsin Khan,Krunal Pandya","Rajat Patidar,Dinesh Karthik","Josh Hazlewood,Harshal Patel",night
72,2022,1312199,RR v RCB,RR,RCB,RR,BOWL FIRST,157/8,161/3,161/3,157/8,RR,Royals won by 7 wkts (11b rem),"Narendra Modi Stadium, Motera, Ahmedabad",Sanju Samson,Faf du Plessis,Jos Buttler,False,18.1,161.0,3.0,22.0,20.0,157.0,8.0,16.0,"Jos Buttler,Sanju Samson","Prasidh Krishna,Obed McCoy","Rajat Patidar,Faf du Plessis","Josh Hazlewood,Wanindu Hasaranga de Silva",night
73,2022,1312200,GT v RR,GT,RR,RR,BAT FIRST,130/9,133/3,133/3,130/9,GT,Titans won by 7 wkts (11b rem),"Narendra Modi Stadium, Motera, Ahmedabad",Hardik Pandya,Sanju Samson,Hardik Pandya,False,18.1,133.0,3.0,14.0,20.0,130.0,9.0,15.0,"Shubman Gill,Hardik Pandya","Hardik Pandya,Ravisrinivasan Sai Kishore","Jos Buttler,Yashasvi Jaiswal","Trent Boult,Yuzvendra Chahal",night
74,2021,1254117,CSK v KKR,CSK,KKR,KKR,BOWL FIRST,192/3,165/9,192/3,165/9,CSK,Super Kings won by 27 runs,Dubai International Cricket Stadium,MS Dhoni,Eoin Morgan,Faf du Plessis,False,20.0,192.0,3.0,22.0,20.0,165.0,9.0,20.0,"Faf du Plessis,Moeen Ali","Shardul Thakur,Josh Hazlewood","Shubman Gill,Venkatesh Iyer","Sunil Narine,Shivam Mavi",night
75,2021,1254116,DC v KKR,DC,KKR,KKR,BOWL FIRST,135/5,136/7,135/5,136/7,KKR,KKR won by 3 wkts (1b rem),Sharjah Cricket Stadium,Rishabh Pant,Eoin Morgan,Venkatesh Iyer,False,20.0,135.0,5.0,12.0,19.5,136.0,7.0,11.0,"Shikhar Dhawan,Shreyas Iyer","Kagiso Rabada,Ravichandran Ashwin","Venkatesh Iyer,Shubman Gill","Varun Chakravarthy,Lockie Ferguson",night
76,2021,1254115,RCB v KKR,RCB,KKR,RCB,BAT FIRST,138/7,139/6,138/7,139/6,KKR,KKR won by 4 wkts (2b rem),Sharjah Cricket Stadium,Virat Kohli,Eoin Morgan,Sunil Narine,False,20.0,138.0,7.0,12.0,19.4,139.0,6.0,13.0,"Virat Kohli,Devdutt Padikkal","Yuzvendra Chahal,Mohammed Siraj","Shubman Gill,Venkatesh Iyer","Sunil Narine,Lockie Ferguson",night
77,2021,1254114,DC v CSK,DC,CSK,CSK,BOWL FIRST,172/5,173/6,172/5,173/6,CSK,Super Kings won by 4 wkts (2b rem),Dubai International Cricket Stadium,Rishabh Pant,MS Dhoni,Ruturaj Gaikwad,False,20.0,172.0,5.0,21.0,19.4,173.0,6.0,22.0,"Prithvi Shaw,Rishabh Pant","Tom Curran,Anrich Nortje","Ruturaj Gaikwad,Robin Uthappa","Josh Hazlewood,Ravindra Jadeja",night
78,2021,1254101,RCB v DC,RCB,DC,RCB,BOWL FIRST,164/5,166/3,166/3,164/5,RCB,RCB won by 7 wkts (0b rem),Dubai International Cricket Stadium,Virat Kohli,Rishabh Pant,Srikar Bharat,False,20.0,166.0,3.0,18.0,20.0,164.0,5.0,18.0,"Srikar Bharat,Glenn Maxwell","Mohammed Siraj,Dan Christian","Prithvi Shaw,Shikhar Dhawan","Anrich Nortje,Axar Patel",night
79,2021,1254088,SRH v MI,SRH,MI,MI,BAT FIRST,235/9,193/8,193/8,235/9,MI,Mumbai won by 42 runs,"Sheikh Zayed Stadium, Abu Dhabi",Manish Pandey,Rohit Sharma,Ishan Kishan,False,20.0,193.0,8.0,25.0,20.0,235.0,9.0,38.0,"Manish Pandey,Jason Roy","Jason Holder,Abhishek Sharma","Ishan Kishan,Suryakumar Yadav","James Neesham,Jasprit Bumrah",night
80,2021,1254106,KKR v RR,KKR,RR,RR,BOWL FIRST,171/4,85/10,171/4,85/10,KKR,KKR won by 86 runs,Sharjah Cricket Stadium,Eoin Morgan,Sanju Samson,Shivam Mavi,False,20.0,171.0,4.0,19.0,16.1,85.0,10.0,11.0,"Shubman Gill,Venkatesh Iyer","Shivam Mavi,Lockie Ferguson","Rahul Tewatia,Shivam Dube","Rahul Tewatia,Glenn Phillips",night
81,2021,1254094,CSK v PBKS,CSK,PBKS,PBKS,BOWL FIRST,134/6,139/4,134/6,139/4,PBKS,Punjab Kings won by 6 wkts (42b rem),Dubai International Cricket Stadium,MS Dhoni,KL Rahul,KL Rahul,False,20.0,134.0,6.0,15.0,13.0,139.0,4.0,19.0,"Faf du Plessis,Ravindra Jadeja","Shardul Thakur,Deepak Chahar","KL Rahul,Aiden Markram","Chris Jordan,Arshdeep Singh",day/night
82,2021,1254095,RCB v SRH,RCB,SRH,RCB,BOWL FIRST,141/7,137/6,137/6,141/7,SRH,Sunrisers won by 4 runs,"Sheikh Zayed Stadium, Abu Dhabi",Virat Kohli,Kane Williamson,Kane Williamson,False,20.0,137.0,6.0,16.0,20.0,141.0,7.0,16.0,"Devdutt Padikkal,Glenn Maxwell","Harshal Patel,Dan Christian","Jason Roy,Kane Williamson","Umran Malik,Siddarth Kaul",night
83,2021,1254093,RR v MI,RR,MI,MI,BOWL FIRST,90/9,94/2,90/9,94/2,MI,Mumbai won by 8 wkts (70b rem),Sharjah Cricket Stadium,Sanju Samson,Rohit Sharma,Nathan Coulter-Nile,False,20.0,90.0,9.0,9.0,8.2,94.0,2.0,14.0,"Evin Lewis,David Miller","Chetan Sakariya,Mustafizur Rahman","Ishan Kishan,Rohit Sharma","Nathan Coulter-Nile,James Neesham",night
84,2021,1254110,DC v CSK,DC,CSK,DC,BOWL FIRST,136/5,139/7,139/7,136/5,DC,Capitals won by 3 wkts (2b rem),Dubai International Cricket Stadium,Rishabh Pant,MS Dhoni,Axar Patel,False,19.4,139.0,7.0,16.0,20.0,136.0,5.0,12.0,"Shikhar Dhawan,Shimron Hetmyer","Axar Patel,Ravichandran Ashwin","Ambati Rayudu,Robin Uthappa","Shardul Thakur,Ravindra Jadeja",night
85,2021,1254109,KKR v SRH,KKR,SRH,SRH,BAT FIRST,115/8,119/4,119/4,115/8,KKR,KKR won by 6 wkts (2b rem),Dubai International Cricket Stadium,Eoin Morgan,Kane Williamson,Shubman Gill,False,19.4,119.0,4.0,17.0,20.0,115.0,8.0,12.0,"Shubman Gill,Nitish Rana","Tim Southee,Varun Chakravarthy","Kane Williamson,Abdul Samad","Jason Holder,Siddarth Kaul",night
86,2021,1254090,RCB v PBKS,RCB,PBKS,RCB,BAT FIRST,164/7,158/6,164/7,158/6,RCB,RCB won by 6 runs,Sharjah Cricket Stadium,Virat Kohli,KL Rahul,Glenn Maxwell,False,20.0,164.0,7.0,20.0,20.0,158.0,6.0,17.0,"Glenn Maxwell,Devdutt Padikkal","Yuzvendra Chahal,George Garton","Mayank Agarwal,KL Rahul","Moises Henriques,Mohammed Shami",day/night
87,2021,1254089,RR v CSK,RR,CSK,RR,BOWL FIRST,189/4,190/3,190/3,189/4,RR,Royals won by 7 wkts (15b rem),"Sheikh Zayed Stadium, Abu Dhabi",Sanju Samson,MS Dhoni,Ruturaj Gaikwad,False,17.3,190.0,3.0,27.0,20.0,189.0,4.0,24.0,"Shivam Dube,Yashasvi Jaiswal","Rahul Tewatia,Chetan Sakariya","Ruturaj Gaikwad,Ravindra Jadeja","Shardul Thakur,KM Asif",night
88,2021,1254112,MI v DC,MI,DC,DC,BOWL FIRST,129/8,132/6,129/8,132/6,DC,Capitals won by 4 wkts (5b rem),Sharjah Cricket Stadium,Rohit Sharma,Rishabh Pant,Axar Patel,False,20.0,129.0,8.0,14.0,19.1,132.0,6.0,13.0,"Suryakumar Yadav,Quinton de Kock","Nathan Coulter-Nile,Krunal Pandya","Shreyas Iyer,Rishabh Pant","Avesh Khan,Axar Patel",day/night
89,2021,1254102,KKR v PBKS,KKR,PBKS,PBKS,BOWL FIRST,165/7,168/5,165/7,168/5,PBKS,Punjab Kings won by 5 wkts (3b rem),Dubai International Cricket Stadium,Eoin Morgan,KL Rahul,KL Rahul,False,20.0,165.0,7.0,19.0,19.3,168.0,5.0,17.0,"Venkatesh Iyer,Rahul Tripathi","Varun Chakravarthy,Venkatesh Iyer","KL Rahul,Mayank Agarwal","Arshdeep Singh,Ravi Bishnoi",night
90,2021,1254091,SRH v CSK,SRH,CSK,CSK,BOWL FIRST,134/7,139/4,134/7,139/4,CSK,Super Kings won by 6 wkts (2b rem),Sharjah Cricket Stadium,Kane Williamson,MS Dhoni,Josh Hazlewood,False,20.0,134.0,7.0,11.0,19.4,139.0,4.0,17.0,"Wriddhiman Saha,Abhishek Sharma","Jason Holder,Rashid Khan","Ruturaj Gaikwad,Faf du Plessis","Josh Hazlewood,Dwayne Bravo",night
91,2021,1254103,RR v RCB,RR,RCB,RCB,BOWL FIRST,149/9,153/3,149/9,153/3,RCB,RCB won by 7 wkts (17b rem),Dubai International Cricket Stadium,Sanju Samson,Virat Kohli,Yuzvendra Chahal,False,20.0,149.0,9.0,17.0,17.1,153.0,3.0,20.0,"Evin Lewis,Yashasvi Jaiswal","Mustafizur Rahman,Kartik Tyagi","Glenn Maxwell,Srikar Bharat","Harshal Patel,Shahbaz Ahmed",night
92,2021,1254099,MI v PBKS,MI,PBKS,MI,BOWL FIRST,135/6,137/4,137/4,135/6,MI,Mumbai won by 6 wkts (6b rem),"Sheikh Zayed Stadium, Abu Dhabi",Rohit Sharma,KL Rahul,Kieron Pollard,False,19.0,137.0,4.0,16.0,20.0,135.0,6.0,12.0,"Saurabh Tiwary,Hardik Pandya","Jasprit Bumrah,Kieron Pollard","Aiden Markram,Deepak Hooda","Ravi Bishnoi,Nathan Ellis",night
93,2021,1254092,KKR v DC,KKR,DC,KKR,BOWL FIRST,127/9,130/7,130/7,127/9,KKR,KKR won by 3 wkts (10b rem),Sharjah Cricket Stadium,Eoin Morgan,Rishabh Pant,Sunil Narine,False,18.2,130.0,7.0,15.0,20.0,127.0,9.0,14.0,"Nitish Rana,Shubman Gill","Sunil Narine,Lockie Ferguson","Steven Smith,Rishabh Pant","Avesh Khan,Anrich Nortje",day/night
94,2021,1254100,SRH v RR,SRH,RR,RR,BAT FIRST,164/5,167/3,167/3,164/5,SRH,Sunrisers won by 7 wkts (9b rem),Dubai International Cricket Stadium,Kane Williamson,Sanju Samson,Jason Roy,False,18.3,167.0,3.0,20.0,20.0,164.0,5.0,19.0,"Jason Roy,Kane Williamson","Siddarth Kaul,Bhuvneshwar Kumar","Sanju Samson,Yashasvi Jaiswal","Mahipal Lomror,Mustafizur Rahman",night
95,2021,1254108,RCB v MI,RCB,MI,MI,BOWL FIRST,165/6,111/10,165/6,111/10,RCB,RCB won by 54 runs,Dubai International Cricket Stadium,Virat Kohli,Rohit Sharma,Glenn Maxwell,False,20.0,165.0,6.0,21.0,18.1,111.0,10.0,12.0,"Glenn Maxwell,Virat Kohli","Harshal Patel,Yuzvendra Chahal","Rohit Sharma,Quinton de Kock","Jasprit Bumrah,Trent Boult",night
96,2021,1254098,CSK v KKR,CSK,KKR,KKR,BAT FIRST,171/6,172/8,172/8,171/6,CSK,Super Kings won by 2 wkts (0b rem),"Sheikh Zayed Stadium, Abu Dhabi",MS Dhoni,Eoin Morgan,Ravindra Jadeja,False,20.0,172.0,8.0,21.0,20.0,171.0,6.0,21.0,"Faf du Plessis,Ruturaj Gaikwad","Shardul Thakur,Josh Hazlewood","Rahul Tripathi,Nitish Rana","Sunil Narine,Varun Chakravarthy",day/night
97,2021,1254107,SRH v PBKS,SRH,PBKS,SRH,BOWL FIRST,125/7,120/7,120/7,125/7,PBKS,Punjab Kings won by 5 runs,Sharjah Cricket Stadium,Kane Williamson,KL Rahul,Jason Holder,False,20.0,120.0,7.0,7.0,20.0,125.0,7.0,10.0,"Jason Holder,Wriddhiman Saha","Jason Holder,Abdul Samad","Aiden Markram,KL Rahul","Ravi Bishnoi,Mohammed Shami",night
98,2021,1254097,DC v RR,DC,RR,RR,BOWL FIRST,154/6,121/6,154/6,121/6,DC,Capitals won by 33 runs,"Sheikh Zayed Stadium, Abu Dhabi",Rishabh Pant,Sanju Samson,Shreyas Iyer,False,20.0,154.0,6.0,13.0,20.0,121.0,6.0,10.0,"Shreyas Iyer,Shimron Hetmyer","Anrich Nortje,Ravichandran Ashwin","Sanju Samson,Mahipal Lomror","Mustafizur Rahman,Chetan Sakariya",day/night
99,2021,1254113,RCB v CSK,RCB,CSK,CSK,BOWL FIRST,156/6,157/4,156/6,157/4,CSK,Super Kings won by 6 wkts (11b rem),Sharjah Cricket Stadium,Virat Kohli,MS Dhoni,Dwayne Bravo,False,20.0,156.0,6.0,17.0,18.1,157.0,4.0,20.0,"Devdutt Padikkal,Virat Kohli","Harshal Patel,Glenn Maxwell","Ruturaj Gaikwad,Ambati Rayudu","Dwayne Bravo,Shardul Thakur",night
100,2021,1254096,MI v KKR,MI,KKR,KKR,BOWL FIRST,155/6,159/3,155/6,159/3,KKR,KKR won by 7 wkts (29b rem),"Sheikh Zayed Stadium, Abu Dhabi",Rohit Sharma,Eoin Morgan,Sunil Narine,False,20.0,155.0,6.0,17.0,15.1,159.0,3.0,22.0,"Quinton de Kock,Rohit Sharma","Jasprit Bumrah,Rahul Chahar","Rahul Tripathi,Venkatesh Iyer","Lockie Ferguson,Prasidh Krishna",night
101,2021,1254105,DC v SRH,DC,SRH,SRH,BAT FIRST,134/9,139/2,139/2,134/9,DC,Capitals won by 8 wkts (13b rem),Dubai International Cricket Stadium,Rishabh Pant,Kane Williamson,Anrich Nortje,False,17.5,139.0,2.0,18.0,20.0,134.0,9.0,13.0,"Shreyas Iyer,Shikhar Dhawan","Kagiso Rabada,Anrich Nortje","Abdul Samad,Rashid Khan","Rashid Khan,Khaleel Ahmed",night
102,2021,1254111,PBKS v RR,PBKS,RR,PBKS,BOWL FIRST,185/10,183/4,183/4,185/10,RR,Royals won by 2 runs,Dubai International Cricket Stadium,KL Rahul,Sanju Samson,Kartik Tyagi,False,20.0,183.0,4.0,21.0,20.0,185.0,10.0,26.0,"Mayank Agarwal,KL Rahul","Arshdeep Singh,Mohammed Shami","Yashasvi Jaiswal,Mahipal Lomror","Kartik Tyagi,Rahul Tewatia",night
103,2021,1254087,KKR v RCB,KKR,RCB,RCB,BAT FIRST,92/10,94/1,94/1,92/10,KKR,KKR won by 9 wkts (60b rem),"Sheikh Zayed Stadium, Abu Dhabi",Eoin Morgan,Virat Kohli,Varun Chakravarthy,False,10.0,94.0,1.0,15.0,19.0,92.0,10.0,8.0,"Shubman Gill,Venkatesh Iyer","Andre Russell,Varun Chakravarthy","Devdutt Padikkal,Srikar Bharat","Yuzvendra Chahal,Wanindu Hasaranga de Silva",night
104,2021,1254104,CSK v MI,CSK,MI,CSK,BAT FIRST,156/6,136/8,156/6,136/8,CSK,Super Kings won by 20 runs,Dubai International Cricket Stadium,MS Dhoni,Kieron Pollard,Ruturaj Gaikwad,False,20.0,156.0,6.0,18.0,20.0,136.0,8.0,15.0,"Ruturaj Gaikwad,Ravindra Jadeja","Dwayne Bravo,Deepak Chahar","Saurabh Tiwary,Quinton de Kock","Adam Milne,Jasprit Bumrah",night
105,2021,1254086,PBKS v DC,PBKS,DC,DC,BOWL FIRST,166/6,167/3,166/6,167/3,DC,Capitals won by 7 wkts (14b rem),"Narendra Modi Stadium, Motera, Ahmedabad",Mayank Agarwal,Rishabh Pant,Mayank Agarwal,False,20.0,166.0,6.0,18.0,17.4,167.0,3.0,20.0,"Mayank Agarwal,Dawid Malan","Harpreet Brar,Chris Jordan","Shikhar Dhawan,Prithvi Shaw","Kagiso Rabada,Axar Patel",night
106,2021,1254085,RR v SRH,RR,SRH,SRH,BOWL FIRST,220/3,165/8,220/3,165/8,RR,Royals won by 55 runs,"Arun Jaitley Stadium, Delhi",Sanju Samson,Kane Williamson,Jos Buttler,False,20.0,220.0,3.0,29.0,20.0,165.0,8.0,20.0,"Jos Buttler,Sanju Samson","Mustafizur Rahman,Chris Morris","Manish Pandey,Jonny Bairstow","Rashid Khan,Vijay Shankar",day/night
107,2021,1254084,MI v CSK,MI,CSK,MI,BOWL FIRST,218/4,219/6,219/6,218/4,MI,Mumbai won by 4 wkts (0b rem),"Arun Jaitley Stadium, Delhi",Rohit Sharma,MS Dhoni,Kieron Pollard,False,20.0,219.0,6.0,30.0,20.0,218.0,4.0,30.0,"Kieron Pollard,Quinton de Kock","Kieron Pollard,Trent Boult","Ambati Rayudu,Moeen Ali","Sam Curran,Moeen Ali",night
108,2021,1254083,PBKS v RCB,PBKS,RCB,RCB,BOWL FIRST,179/5,145/8,179/5,145/8,PBKS,Punjab Kings won by 34 runs,"Narendra Modi Stadium, Motera, Ahmedabad",KL Rahul,Virat Kohli,Harpreet Brar,False,20.0,179.0,5.0,24.0,20.0,145.0,8.0,16.0,"KL Rahul,Chris Gayle","Harpreet Brar,Ravi Bishnoi","Virat Kohli,Rajat Patidar","Kyle Jamieson,Shahbaz Ahmed",night
109,2021,1254082,DC v KKR,DC,KKR,DC,BOWL FIRST,154/6,156/3,156/3,154/6,DC,Capitals won by 7 wkts (21b rem),"Narendra Modi Stadium, Motera, Ahmedabad",Rishabh Pant,Eoin Morgan,Prithvi Shaw,False,16.3,156.0,3.0,23.0,20.0,154.0,6.0,17.0,"Prithvi Shaw,Shikhar Dhawan","Lalit Yadav,Axar Patel","Andre Russell,Shubman Gill","Pat Cummins,Prasidh Krishna",night
110,2021,1254081,MI v RR,MI,RR,MI,BOWL FIRST,171/4,172/3,172/3,171/4,MI,Mumbai won by 7 wkts (9b rem),"Arun Jaitley Stadium, Delhi",Rohit Sharma,Sanju Samson,Quinton de Kock,False,18.3,172.0,3.0,19.0,20.0,171.0,4.0,21.0,"Quinton de Kock,Krunal Pandya","Rahul Chahar,Jasprit Bumrah","Sanju Samson,Jos Buttler","Chris Morris,Mustafizur Rahman",day/night
111,2021,1254080,CSK v SRH,CSK,SRH,SRH,BAT FIRST,171/3,173/3,173/3,171/3,CSK,Super Kings won by 7 wkts (9b rem),"Arun Jaitley Stadium, Delhi",MS Dhoni,David Warner,Ruturaj Gaikwad,False,18.3,173.0,3.0,26.0,20.0,171.0,3.0,19.0,"Ruturaj Gaikwad,Faf du Plessis","Lungi Ngidi,Sam Curran","Manish Pandey,David Warner","Rashid Khan,Jagadeesha Suchith",night
112,2021,1254079,DC v RCB,DC,RCB,DC,BOWL FIRST,171/5,170/4,170/4,171/5,RCB,RCB won by 1 run,"Narendra Modi Stadium, Motera, Ahmedabad",Rishabh Pant,Virat Kohli,AB de Villiers,False,20.0,170.0,4.0,20.0,20.0,171.0,5.0,18.0,"Rishabh Pant,Shimron Hetmyer","Avesh Khan,Ishant Sharma","AB de Villiers,Rajat Patidar","Harshal Patel,Kyle Jamieson",night
113,2021,1254078,PBKS v KKR,PBKS,KKR,KKR,BOWL FIRST,123/9,126/5,123/9,126/5,KKR,KKR won by 5 wkts (20b rem),"Narendra Modi Stadium, Motera, Ahmedabad",KL Rahul,Eoin Morgan,Eoin Morgan,False,20.0,123.0,9.0,13.0,16.4,126.0,5.0,19.0,"Mayank Agarwal,Chris Jordan","Moises Henriques,Deepak Hooda","Eoin Morgan,Rahul Tripathi","Prasidh Krishna,Sunil Narine",night
114,2021,1254077,SRH v DC,SRH,DC,DC,BAT FIRST,159/4,159/7,159/7,159/4,SRH,Match tied (Capitals won the one-over eliminator),"MA Chidambaram Stadium, Chepauk, Chennai",David Warner,Rishabh Pant,Prithvi Shaw,True,20.0,159.0,7.0,19.0,20.0,159.0,4.0,20.0,"Kane Williamson,Jonny Bairstow","Siddarth Kaul,Rashid Khan","Prithvi Shaw,Rishabh Pant","Avesh Khan,Axar Patel",night
115,2021,1254076,CSK v RCB,CSK,RCB,CSK,BAT FIRST,191/4,122/9,191/4,122/9,CSK,Super Kings won by 69 runs,"Wankhede Stadium, Mumbai",MS Dhoni,Virat Kohli,Ravindra Jadeja,False,20.0,191.0,4.0,26.0,20.0,122.0,9.0,14.0,"Ravindra Jadeja,Faf du Plessis","Ravindra Jadeja,Imran Tahir","Devdutt Padikkal,Glenn Maxwell","Harshal Patel,Yuzvendra Chahal",day/night
116,2021,1254075,RR v KKR,RR,KKR,RR,BOWL FIRST,133/9,134/4,134/4,133/9,RR,Royals won by 6 wkts (7b rem),"Wankhede Stadium, Mumbai",Sanju Samson,Eoin Morgan,Chris Morris,False,18.5,134.0,4.0,15.0,20.0,133.0,9.0,14.0,"Sanju Samson,David Miller","Chris Morris,Mustafizur Rahman","Rahul Tripathi,Dinesh Karthik","Varun Chakravarthy,Shivam Mavi",night
117,2021,1254074,PBKS v MI,PBKS,MI,PBKS,BOWL FIRST,131/6,132/1,132/1,131/6,PBKS,Punjab Kings won by 9 wkts (14b rem),"MA Chidambaram Stadium, Chepauk, Chennai",KL Rahul,Rohit Sharma,KL Rahul,False,17.4,132.0,1.0,18.0,20.0,131.0,6.0,12.0,"KL Rahul,Chris Gayle","Mohammed Shami,Ravi Bishnoi","Rohit Sharma,Suryakumar Yadav","Rahul Chahar,Krunal Pandya",night
118,2021,1254073,RCB v RR,RCB,RR,RCB,BOWL FIRST,177/9,181/0,181/0,177/9,RCB,RCB won by 10 wkts (21b rem),"Wankhede Stadium, Mumbai",Virat Kohli,Sanju Samson,Devdutt Padikkal,False,16.3,181.0,0.0,26.0,20.0,177.0,9.0,25.0,"Devdutt Padikkal,Virat Kohli","Mohammed Siraj,Harshal Patel","Shivam Dube,Rahul Tewatia","Rahul Tewatia,Shreyas Gopal",night
